scope,event_id,match_id,evaluation_fold
EURO2024,3ae34be4-94e6-4200-bc22-f38421f902f3,3930172,3
EURO2024,3b034e6a-dca1-4256-afb8-856c5cff0c7c,3930177,2
EURO2024,3b25a8d5-9c63-4eab-90d9-b687aed80f8f,3930159,0
EURO2024,3b748225-9e52-4284-9c5f-e3e32086535d,3940983,3
EURO2024,3b8bc77c-bc5e-45b2-9ab3-9d6d23e0e256,3930176,0
EURO2024,3b8ead09-2278-4d05-abf0-c5d1f3a3300c,3938641,1
EURO2024,3bada25f-e864-49f1-bd37-e99c1dca0fe6,3930175,0
EURO2024,3bae4b37-bab2-4762-b43f-c70b4e3f092b,3930184,4
EURO2024,3bbf4da8-7228-4ee6-ae4c-6e5961ee05d5,3941021,1
EURO2024,3bc309f0-df5e-4137-8af2-500231cb88fa,3938640,0
EURO2024,3bcaa6c2-8eca-43f2-be41-8e64323a492f,3930168,2
EURO2024,3c033656-33e2-4492-b630-24269a49c243,3938644,2
EURO2024,3c2981aa-4da5-4f7f-90b1-f2f18acfe99b,3941017,0
EURO2024,3c682f62-7eb6-4a2f-9a2b-2b571e6c07eb,3941017,0
EURO2024,3c80f4f5-a4ee-4749-be54-dccbf47b21d5,3930167,4
EURO2024,3c99b742-f32d-46cd-8735-ca3c43719349,3941017,0
EURO2024,3ccc65ff-ada3-45d4-8bc9-0778ef7cf17f,3930169,2
EURO2024,3cd2a5fb-5ff9-403e-91e6-04b97c8d55ed,3942752,4
EURO2024,3cd6574d-b479-4042-898f-bebbbc510e49,3940878,4
EURO2024,3ce41d67-d812-4130-aa84-36fac5de78c1,3938643,4
EURO2024,3d0473df-d3e8-4d55-bc13-fb562f14d68f,3941021,1
EURO2024,3d06a0cb-1b71-4acb-b5ee-b52467faf885,3938643,4
EURO2024,3d1a967f-b66d-4efb-9b32-0938b24eb564,3930174,3
EURO2024,3d230345-5321-42b7-8727-f422c7fd1282,3941020,0
EURO2024,3d53e3d2-8208-427e-a681-91b8ad327989,3941017,0
EURO2024,3d78a7bb-5b6f-4d4e-8ec7-2ccbd474c7b0,3930174,3
EURO2024,3d85cb97-d1ea-4e3d-b48a-d4d6b1c590a1,3942349,3
EURO2024,3d9dc42d-a7d5-43cb-a5e9-fd519fd73b1b,3930161,1
EURO2024,3dab210a-49c8-482d-b1b7-53c76c6f0c84,3938642,1
EURO2024,3dadd906-228b-4e2c-ad47-78fb71b1d966,3941018,3
EURO2024,3dbd1fa3-1ee3-47d8-bcd4-e7283ff2d06c,3941022,1
EURO2024,3dc31019-7b83-4cbf-a37b-98bf34293dcd,3930179,1
EURO2024,3dd1bf27-d070-4f06-85a4-b88e9a6bb28c,3930184,4
EURO2024,3ddaf256-1681-43ea-9e42-d7e6f3c075b8,3942349,3
EURO2024,3de45bf4-22d7-4d13-86bc-23df08d8798c,3942226,1
EURO2024,3de869e4-6b2a-495d-b5cb-d19b7aa5519d,3930176,0
EURO2024,3e1fe531-f0dc-4187-a46b-1f3539600718,3930170,3
EURO2024,3e3d0cf7-2dad-42df-adf7-6f3416a6a286,3930176,0
EURO2024,3e41987b-776d-4561-a5f0-f37a2e42f0f6,3941021,1
EURO2024,3e6b7464-58d2-43c4-9148-1dd9956c8e79,3942819,3
EURO2024,3eb9c0cb-5bdf-424f-ba9f-bb30a976c054,3930173,4
EURO2024,3ec15be8-d23f-45d6-be6b-317f380ef77c,3930160,2
EURO2024,3ec5b3f0-4cd6-4609-8886-145eece9b35f,3930162,0
EURO2024,3f40c54b-ad0a-455b-ad6a-37f8b0ec1c3e,3941017,0
EURO2024,3f567a9c-f973-4ebf-950a-dceea59d79ac,3930160,2
EURO2024,3f5b1f8f-4d77-430d-bd12-7ff0dbfe55b8,3938637,2
EURO2024,3f68b97a-886f-45d4-b7b6-39a672fd0282,3942227,3
EURO2024,3f76a504-23be-44e6-8957-1083a1cc51b2,3930184,4
EURO2024,3f7ab5a1-3fd1-4f9e-a729-645c8857b9e4,3930177,2
EURO2024,3f96bd0a-e09f-4339-b878-f1fa22307cc4,3942227,3
EURO2024,3ff03447-670a-4e3c-a363-5edc404073b0,3942752,4
EURO2024,3fff86fa-9025-47e0-943e-87d94f4e685b,3941022,1
EURO2024,3fffc1a8-a97c-433d-adee-f0e72e38c714,3938640,0
EURO2024,4046832f-72d4-4497-ae7b-96056255b8eb,3930184,4
EURO2024,407b738c-6d50-4c1e-a093-aae48c96b14e,3930167,4
EURO2024,40b7adfc-d115-40b4-b311-c0e200f6f3d8,3930171,3
EURO2024,40de1bab-a33b-4203-ad51-11d15eedbc0d,3938645,2
EURO2024,40ec4302-e989-4eb8-a5bf-26830546076c,3941021,1
EURO2024,410522bb-4230-4022-905c-de747fe1b315,3930163,1
EURO2024,410770ce-2a5a-408c-837e-f3e41df37695,3930177,2
EURO2024,4138775f-cf27-4812-97eb-f3d716b0f547,3930163,1
EURO2024,415f7e05-2788-484b-87be-44f6ae349c22,3938642,1
EURO2024,41722680-3378-40d6-b59b-8621ae4f81e6,3930163,1
EURO2024,417a5b8f-28b1-4a6b-b19a-17e000e8e0e7,3930172,3
EURO2024,417b3eb5-01f8-45ed-b8bc-a987ea665bfd,3942752,4
EURO2024,41865818-bd96-4bf5-8c7f-56fcefca89dd,3930175,0
EURO2024,41a6cc65-b691-4819-80ed-92caf21b1875,3942349,3
EURO2024,41b05cfb-67be-44be-96b7-4cc9c2c446a4,3930169,2
EURO2024,41c5bdc9-d287-40d2-a254-5db72742f5aa,3938643,4
EURO2024,41d8218f-33f7-4f4a-8a73-46c859e3144a,3930167,4
EURO2024,42119974-29d0-4ce7-b05d-15a64d6b902d,3941022,1
EURO2024,423418b0-f447-4014-93c5-615ad3f07340,3941017,0
EURO2024,423552e5-b0a4-49b4-9559-daac62fa2c1a,3941017,0
EURO2024,425438f7-9f60-4603-aa5b-51dcca5b218d,3930163,1
EURO2024,4278c9a7-f61b-4662-b72a-c120a4d2954d,3930163,1
EURO2024,427e6253-666f-4380-b19e-79f58849fbce,3930173,4
EURO2024,4281cb46-6ceb-49ae-b073-be5558da0bed,3930182,4
EURO2024,42964317-1976-4f47-83f0-c16b45b8b312,3941018,3
EURO2024,429c7d66-062c-4e5c-90d4-118689cf9103,3930169,2
EURO2024,429eae3b-171f-4a23-be4c-861bdf1788d2,3930158,2
EURO2024,42a554c7-b74b-4ffe-85c5-22222dd6200a,3930169,2
EURO2024,42ac3d0b-096a-4101-a325-d14b5a9fc980,3938638,1
EURO2024,42ae7af7-25f8-49e6-8537-83666664b71d,3938640,0
EURO2024,42cf9eaf-0b81-4920-8e7f-8b8c80be8d8e,3942752,4
EURO2024,42f7c76f-6b6e-40ce-84da-b5c99bbad403,3930169,2
EURO2024,431c25fe-261b-4604-8509-8412b8f2ad70,3930159,0
EURO2024,432aa0c1-7b56-4e30-a53c-b7c9d2c1df1f,3941017,0
EURO2024,4361bd86-e094-4286-904f-776c668ed21f,3941021,1
EURO2024,43831a41-4aba-47ef-8cd4-474fb98ce45c,3938640,0
EURO2024,438e10bf-baa1-4c8f-89ba-d29db3c5867d,3938643,4
EURO2024,43c600b8-9dfc-4a54-9789-1f375d8ff75f,3941021,1
EURO2024,43ec7f53-1c1d-4570-9736-91db9345cd33,3930181,0
EURO2024,4419fddd-2e46-4d2d-a6a9-a39b0f48a68b,3930181,0
EURO2024,4459b6bd-5de3-4029-b32a-9c8da42b28f7,3941017,0
EURO2024,447149e6-5202-4a41-877c-4b1fe15f2484,3930163,1
EURO2024,4474af49-fcb5-4018-8c79-58a024bb4cfe,3941021,1
EURO2024,4478ebf9-113e-455f-a84a-f9dd4cb4384b,3938643,4
EURO2024,4485fbb8-8b8e-4890-924b-eb4ba8468c30,3938637,2
EURO2024,448a3341-2c71-40fa-a343-163a3f3240b8,3938639,2
EURO2024,44a144aa-0ce6-4476-bd76-625e82563287,3930174,3
EURO2024,44d705de-6777-4e15-8e74-62285b8967b6,3941020,0
EURO2024,450281e5-98c7-4142-a695-ea2203522bda,3938639,2
EURO2024,451482d2-3a0c-4b92-95c3-8a47c360821e,3940878,4
EURO2024,45286baa-6135-4824-976d-0d3e3c5cf9cd,3930167,4
EURO2024,458dac25-b327-47cc-83e8-f77a0a6efe66,3943043,1
EURO2024,45b84ef0-1991-44e9-bf2d-13416b1a3df3,3938639,2
EURO2024,45eb05d5-2709-4104-aaad-8a14128eeff4,3930183,4
EURO2024,45ec1f10-6688-4a2b-a8e3-9922ed455ec3,3930182,4
EURO2024,45eed5be-5457-42f7-b668-ef74f005b621,3941020,0
EURO2024,4607cd23-9cb5-4931-8e7a-d5b5a2dd1418,3930161,1
EURO2024,463a0c24-79f3-4bbd-8bfd-f65f42aea7a7,3930174,3
EURO2024,463c4efd-3b1b-4d98-ab45-fd0a672bd721,3930163,1
EURO2024,464c678d-55c7-43de-89db-d60aabff35e4,3940983,3
EURO2024,466cfb0a-30a1-4e5b-9c3a-3ee10244cd49,3930174,3
EURO2024,467f97c6-ed31-4bad-b5fd-a87f83fda39d,3930180,3
EURO2024,4694e21f-12a1-41df-b979-760465fdcc92,3942227,3
EURO2024,46b3c566-76ca-4d70-9056-7bf8a88afbcc,3930170,3
EURO2024,46d56df8-d891-4a3a-8a21-40d187d8f975,3930168,2
EURO2024,470ac049-79b2-4a62-9d3e-0a2c5d04085c,3930163,1
EURO2024,47186dae-a96d-4778-adc9-319f493733b9,3930171,3
EURO2024,4720bd90-babd-42d0-8c05-654a9ebca2dc,3930174,3
EURO2024,47260146-d65f-42a5-a1ed-556c36d00898,3941017,0
EURO2024,473b526e-5597-4258-8cc8-fc542b34b487,3942226,1
EURO2024,474fc256-e453-4fd1-b03a-4d7c1c13d50b,3930168,2
EURO2024,4753aa3f-d62e-43e4-86c9-5bdc8c34eb8b,3942227,3
EURO2024,47aaa629-2c47-48a4-afc4-ccdaf070142b,3930165,4
EURO2024,47bda5e6-1a22-414f-a979-020d188287d3,3930173,4
EURO2024,47d814c4-4c1d-482a-b2dc-3780094b631f,3930161,1
EURO2024,47e49b31-d027-4f12-a5f3-a93953b9e95d,3941018,3
EURO2024,47ea4f5c-2cf7-4929-8476-7e39a536dd8e,3930165,4
EURO2024,48865508-af5d-4b7a-a2d8-db04d353b4e6,3942227,3
EURO2024,488d5e49-5d7c-4712-b909-342d702c10b7,3930183,4
EURO2024,48953b91-ed97-44f0-b212-b369b13ca3a8,3930161,1
EURO2024,4898a289-cb39-4ca5-8105-eeacf30de231,3938637,2
EURO2024,48ac3d19-cf27-4310-9350-9942401ec101,3938640,0
EURO2024,48b4bef9-2d71-4b40-a03f-871dfe7cac4d,3930175,0
EURO2024,48c53156-6d3e-4b2e-a613-cc8075faa729,3930173,4
EURO2024,48eceb3e-835d-4b16-87a4-a251068d5de0,3938641,1
EURO2024,4908b279-1140-4489-9c11-8672580da09c,3930166,2
EURO2024,492fe606-edd1-481f-9829-9cf950fb12fe,3938645,2
EURO2024,495c5290-0bc0-4780-8fae-b5646c7b25ee,3930184,4
EURO2024,4966f811-e385-4afe-b3f0-e43b93313536,3938640,0
EURO2024,4984e889-8e43-486f-8bcd-5ce5f228df64,3938641,1
EURO2024,49927e5f-d84e-4e41-8e1e-c8796d39836a,3942227,3
EURO2024,499e1d60-8ee0-44d2-b6dc-14af2fe5450e,3930173,4
EURO2024,49dad800-4adb-49f5-9ef8-04d0463beaba,3938645,2
EURO2024,49e34eed-61be-4b74-9758-1ca9fef57b20,3930184,4
EURO2024,49fa1e9c-0661-415b-ac91-e5d2ca86710f,3938640,0
EURO2024,4a0aada9-444b-426a-8c69-07bba0cee2df,3938641,1
EURO2024,4a38af9a-453c-4e8e-95c8-bb5dbeb42c9a,3930164,2
EURO2024,4a3a9a6e-8eba-4d78-986c-04f0d034c147,3930176,0
EURO2024,4a3d5ac5-f34f-4249-87c9-b0d1b96b0da4,3942752,4
EURO2024,4a478c63-6aa9-4a9e-abe5-7f039102a447,3941017,0
EURO2024,4a4bf1f6-efe9-489e-9f04-0561d67f8fe9,3930177,2
EURO2024,4a4fdd6c-8e52-471a-b272-0d923131d092,3941022,1
EURO2024,4a513d99-8d84-4e84-9e42-5e6c4d47ec9e,3941022,1
EURO2024,4a6bda1c-6d31-44a1-8937-9ab1f2087403,3938639,2
EURO2024,4a909e02-fccc-4acc-8631-f69b5f8db20e,3942752,4
EURO2024,4ae0e343-c581-4ddd-adcd-526ea711c028,3930182,4
EURO2024,4ae64a00-b375-4901-bfc9-1f7c89d85b01,3938638,1
EURO2024,4af341a1-8747-4c5a-968d-cc5681360195,3942227,3
EURO2024,4b190955-dbfc-43d8-9176-ad02d0d32e8d,3930158,2
EURO2024,4b2af4a9-cba0-4637-bc67-eb8383dc2b8f,3941017,0
EURO2024,4b411924-4397-4ec4-9aa3-66f2b86b7380,3930163,1
EURO2024,4b745d6f-ea2a-4f39-8df8-e411521bd461,3930174,3
EURO2024,4b99bbaa-469a-4ede-801b-5b54eb266cce,3938640,0
EURO2024,4bb926f4-d381-49fa-a085-ae2b96996e35,3942752,4
EURO2024,4bbd952d-aaaa-466a-99d4-3cd25d719424,3930167,4
EURO2024,4bdbd496-1087-4b7a-aeb2-ebb6736ab4bb,3938638,1
EURO2024,4bebca4c-5803-43a6-b612-f5c99d6b0f5d,3930182,4
EURO2024,4bf21d75-6d83-4294-a27d-63aa4238a54b,3938641,1
EURO2024,4c0c4a30-acbf-44b9-ad33-08113ebf4614,3930179,1
EURO2024,4c1891b6-387a-4b0d-8e0f-677e4873c7f0,3938645,2
EURO2024,4c1ba453-e753-49f6-9dd2-8979fbc4dc00,3930182,4
EURO2024,4c6097ad-ab13-4fe3-97b7-2ad2e462e970,3930159,0
EURO2024,4c695794-26f1-43b5-a12e-551c0a83cb65,3938641,1
EURO2024,4c7a5186-fe6b-4e71-9a4b-6445f3ad56d2,3930175,0
EURO2024,4cb385a5-6fe4-46e7-bd72-0254634ba14b,3940878,4
EURO2024,4ccf9566-62fc-4fcc-b98b-a260015f24f8,3930174,3
EURO2024,4cd6421a-2ddc-40c1-8c0f-46649c1107d8,3940878,4
EURO2024,4ceb269c-8517-4561-a624-e2996cda75f2,3942226,1
EURO2024,4d15b8f3-88d5-4cd9-a4ce-74aa3f3d463a,3930172,3
EURO2024,4d3a57b0-d351-492e-8f0b-6003a285957f,3930169,2
EURO2024,4d5d1382-8f41-4466-9f46-b8057dc10329,3930158,2
EURO2024,4d682d8f-286b-41f9-92c8-cdf2cfc6326b,3930182,4
EURO2024,4d9bf1f4-b481-4956-8afc-6c4a24ddcb87,3930178,4
EURO2024,4dd335ef-2bf5-459f-a508-f28e3d67a485,3938638,1
EURO2024,4dd5a4d5-92d1-411e-b1c7-f0c7fd36fdd9,3941017,0
EURO2024,4de09b1f-3a91-4f3a-b25e-4b5a10422b5d,3940878,4
EURO2024,4de32ad4-92f6-403b-adff-927caf2054fe,3930179,1
EURO2024,4e0d054e-1c25-42f2-ab7c-90019e9b08c3,3940983,3
EURO2024,4e21e8b5-062c-4258-bd76-df7d77c64509,3930165,4
EURO2024,4e84c4b4-61d4-4a49-8198-d15d53a3f1a8,3930167,4
EURO2024,4eb32c59-df4b-49b7-9620-59677e0b29b1,3930177,2
EURO2024,4f0dcfaf-969f-404a-bd29-2508559d76dd,3938638,1
EURO2024,4f2e11a6-f0ee-4db0-8efa-50a7240f40c8,3930182,4
EURO2024,4f5d25dd-3b2c-4c7d-b851-2d3c5289f340,3941021,1
EURO2024,4f76e5e1-0354-4228-a2cc-1995ae3c5468,3930174,3
EURO2024,4faa1af3-6add-4b95-bddb-a6f4c13ebec7,3930159,0
EURO2024,5023ad8c-2edf-4691-a54e-b7d7932b5597,3930173,4
EURO2024,502e8f3d-09fb-40e8-b227-57051f22dfad,3930184,4
EURO2024,5045eabb-c0e5-4c48-9f46-82c6480fff9a,3930169,2
EURO2024,506a4d18-fa75-4374-aa54-591d8e286b06,3930170,3
EURO2024,50c38959-a90b-40da-9e2b-144dccc336d3,3942752,4
EURO2024,50cf2c79-4098-4487-b2a3-7eb22bc052fd,3938645,2
EURO2024,50d8dc35-d2ca-4294-bbf3-41e5a00ca731,3930170,3
EURO2024,5129b70d-717d-4b42-bd8b-75fc66b42da6,3938641,1
EURO2024,513020e3-cbf5-4c2a-809c-bdc52be8c2ae,3943043,1
EURO2024,5138bbdf-8172-47c1-9287-93dd8412c531,3942226,1
EURO2024,51675bad-ef1b-4107-9c91-181bce27bdda,3930164,2
EURO2024,51841bad-70e6-4809-a3b1-e3cf1ffaa81f,3930163,1
EURO2024,519022c6-760c-476b-8386-5f368a0fde20,3930164,2
EURO2024,519440e3-8859-44f2-a1cc-32bdff2d2f8e,3930160,2
EURO2024,51c625f5-c408-40f3-9a02-d69d065a35ac,3930172,3
EURO2024,51c92da1-b56f-4e1e-877a-254640bb2c39,3938642,1
EURO2024,51d27d9a-e8bf-4e8a-9c77-563e29689546,3930181,0
EURO2024,51ddb058-a4cf-4130-bf49-8ceff1ee098f,3941017,0
EURO2024,51e2b28f-39b0-41ad-9f46-e86a979c75e6,3930169,2
EURO2024,51ee60d9-0cb0-4d54-8a32-7b198b4e025a,3930174,3
EURO2024,51f62695-0b5a-43d7-99ec-b74658ad4c38,3930167,4
EURO2024,5221010b-2354-41db-bbd0-953589c97822,3930172,3
EURO2024,5233a5a3-bee4-4cb3-918d-f69cd89d1913,3942227,3
EURO2024,523f5822-7b43-40d0-b98c-c4864d61d29d,3938644,2
EURO2024,52638891-02e3-4b46-8aff-a18377bbb3fa,3941017,0
EURO2024,52b1ebd6-b2e7-4f74-a2ad-06bf56abd719,3930180,3
EURO2024,52c7c729-2f05-4dd2-812c-aeaf03b014d4,3938642,1
EURO2024,52eb0720-9d60-490e-bc1a-75311a762a20,3930159,0
EURO2024,52fb8e8c-f403-4391-881d-9898dfb1b5f5,3930163,1
EURO2024,5305083f-c473-4928-bbdf-2a23f0f5256f,3930164,2
EURO2024,53482e2c-e8fa-4b4c-948f-fcd2edba64a3,3942349,3
EURO2024,535967f8-1950-4151-b7a0-7e47836a2aba,3930184,4
EURO2024,53796493-4881-404d-971c-05fe0667577b,3941020,0
EURO2024,53bdaa97-cc0e-4bc4-bdd8-5069c92437bb,3930179,1
EURO2024,53c33855-ee04-46f9-94a5-351825cea7bb,3930183,4
EURO2024,53da044d-9459-4192-ba0e-2ef86591dcd6,3938639,2
EURO2024,53dac5d2-8680-411f-acf5-80d0ac7a082f,3930159,0
EURO2024,53eff73a-d4e4-4635-b91e-06dedf646bb5,3942349,3
EURO2024,5421d093-c5d4-4550-98a2-578637d58e24,3938641,1
EURO2024,5443d415-f05f-473e-82ef-392f810ee459,3942349,3
EURO2024,546e9b02-ccb0-4504-8621-445990376f99,3930158,2
EURO2024,548222b3-d31f-435f-9f64-f5f330b34411,3930171,3
EURO2024,5497263e-f457-4be2-bc60-86340ffe44cb,3930175,0
EURO2024,54ed3bbb-5ab5-4736-8f08-a1c68ba804e2,3941018,3
EURO2024,55140703-65bc-498c-84c2-b0e4577c7d93,3930173,4
EURO2024,553443f4-940a-4e28-91cd-2de6851c93f4,3938640,0
EURO2024,55648a50-7aab-4173-8ac3-0b262b820fae,3943043,1
EURO2024,5569d723-1f59-4612-b29b-2ec7747cfc5e,3930179,1
EURO2024,5571dfc0-b4d4-48d0-b702-d9f02c9cb17d,3930175,0
EURO2024,5580997e-bfe6-4c0a-8424-259bf67c9570,3930164,2
EURO2024,559fd327-e0eb-4eb7-bafb-4fecf3a5ee60,3942226,1
EURO2024,55a35a3d-0f7c-4dce-8466-c053bbec3d4d,3930160,2
EURO2024,55b65264-8f4e-4daf-8eb5-157d85e2c0a2,3930160,2
EURO2024,55d5794c-b0bc-40e6-a10d-f40e6cc7c4ab,3930171,3
EURO2024,55ea2b78-2309-40bd-a69c-74dce3c93219,3941022,1
EURO2024,5653fe4b-c5b3-4d84-a101-85e81eee97e4,3930167,4
EURO2024,567d4823-ea5a-44c9-b8ae-dc186d5f8185,3930161,1
EURO2024,568ee344-9e21-427c-817b-3833d451f415,3943043,1
EURO2024,569980a7-07ac-4ea3-b68f-7cd1374114e2,3930184,4
EURO2024,56c71cea-0922-4262-af1f-8f9ee99a3eae,3938640,0
EURO2024,5729ed5d-05b2-4f45-9db1-20c13b4f95ea,3942226,1
EURO2024,57822821-fb50-4b7c-bb56-1169f5a4f8b2,3930182,4
EURO2024,5787e603-f36f-482d-ae01-74a6660f2be5,3943043,1
EURO2024,5791f630-3bc4-470c-84df-003f6b3b74be,3938639,2
EURO2024,579840cf-a572-4647-9b36-4e3b1656f279,3930169,2
EURO2024,57c08e48-39eb-4491-b27c-af9fc1c8f15f,3943043,1
EURO2024,57ea86f9-4d84-4ddf-aa0b-1d24ab35c44a,3930172,3
EURO2024,57ec0046-26a4-41bf-b9a9-984af4507aab,3941021,1
EURO2024,5800970b-f9d9-4e87-b587-4ad56fe67deb,3930159,0
EURO2024,5827abec-dee5-47c5-89e9-4db25d0f0f9b,3938638,1
EURO2024,583c4972-9dfa-4f6b-8c83-8b5d516d1cfa,3930165,4
EURO2024,58520e8a-fe46-47c6-ae1a-989016f58ab9,3930179,1
EURO2024,587b5f67-fc68-4482-885a-e11906f47ae4,3930180,3
EURO2024,58ae7017-1eab-4330-a5e8-cbf95aa290fe,3941021,1
EURO2024,5907ec6c-2d44-4dda-b63c-96bf54fb620f,3930177,2
EURO2024,593cfe82-b9bf-4d76-8b0f-263de609299c,3942227,3
EURO2024,59800d7b-bd22-4945-aaec-2733b5532e57,3941022,1
EURO2024,59a5211f-bcf4-44a1-a69f-b6a15208e31b,3942226,1
EURO2024,59e0b636-8989-41ee-b816-0a01a527080c,3930179,1
EURO2024,5a1f11b8-c1d4-4cd5-b659-a904a85d0267,3938645,2
EURO2024,5a21ee9c-e60a-4bf4-828c-6d01a4130fec,3930172,3
EURO2024,5a351f5e-e0ff-4bf9-84ae-c77891a0b531,3942819,3
EURO2024,5a499a8b-0e3d-4198-a8aa-3e2a7e477f50,3941020,0
EURO2024,5a827685-4487-48ee-b9e1-9044a1067a9c,3930168,2
EURO2024,5ab54084-4709-44fd-aea0-d64fae4df4e7,3942752,4
EURO2024,5acf1ff9-9987-4d6c-9986-42afb6cf1309,3930181,0
EURO2024,5ae00a38-cb77-470d-beba-5425e343f8f1,3930171,3
EURO2024,5b023a2a-e3df-490a-87a3-49cb417b321a,3930159,0
EURO2024,5b177530-ab32-4f93-8941-a5a9529bd861,3938645,2
EURO2024,5b2c1b00-dd23-4abf-bb85-a86922b31255,3938638,1
EURO2024,5b4b5882-5989-4e66-9007-58a7447c6d5b,3930171,3
EURO2024,5b51c560-de62-4066-b119-c4d243694fcf,3930177,2
EURO2024,5b5ba123-ba52-48cd-bf6c-db57a47146bd,3930165,4
EURO2024,5b74a272-be75-4698-adc5-b9f62bea2051,3941018,3
EURO2024,5b800024-dc72-42af-96bf-5f8b16262b74,3930180,3
EURO2024,5b9bee41-638d-48c6-a9b5-49cfa4fefdca,3938642,1
EURO2024,5bb0022a-a7a1-44f1-83b9-688789562259,3942752,4
EURO2024,5bf3a65c-df66-48a3-99ab-4785dcc93b83,3930171,3
EURO2024,5c00f934-e831-4f21-b36d-d0d5db536579,3930167,4
EURO2024,5c263597-9628-417e-a785-6155d30e7383,3930159,0
EURO2024,5c60836f-e143-4a70-b087-be39cded69ad,3942226,1
EURO2024,5c63c9a3-aacc-4d70-a1eb-15fa7931acbd,3930159,0
EURO2024,5c6ea22f-b2a6-4ba9-a5c4-32fb3188ff90,3930174,3
EURO2024,5c8bbdfb-7bdd-446b-882f-68793c57e6cb,3930167,4
EURO2024,5ca43ed3-2208-4fdb-989f-9a8fe639ac0c,3941021,1
EURO2024,5cb54e20-9800-4a53-96ae-dd53e921bada,3938637,2
EURO2024,5cbf5ee3-1254-4dea-8bf7-11a9364cc5da,3942752,4
EURO2024,5cc47ede-9ee1-41b5-8a97-1f43396f5f12,3942382,0
EURO2024,5cee21d9-2a7b-431d-9fd5-f434d145693e,3930168,2
EURO2024,5cee6941-493e-4e3b-aa54-bdb325263251,3930184,4
EURO2024,5d13927b-3cc4-4b17-ac09-401703208130,3930175,0
EURO2024,5d1d274a-ecb6-49ba-b924-ab685ce5f574,3930183,4
EURO2024,5d2638ca-bbf1-445d-9083-96c55ae81156,3930173,4
EURO2024,5d3cab3b-29c4-4ebf-824f-8ec5ff86809a,3942382,0
EURO2024,5d3cad21-dbfc-4492-bd16-b964356f7ec6,3930162,0
EURO2024,5d3f299b-1ebb-489a-878e-27ca45f2363c,3930179,1
EURO2024,5d5ae570-eba5-404e-8f72-dd9b9ba95206,3930176,0
EURO2024,5d7889c1-7e3e-44e0-aab7-322fffd7463f,3930164,2
EURO2024,5d8ebb48-a4b3-4ef9-856e-37e097e5e2d9,3942227,3
EURO2024,5db175f6-e8d9-46d7-b9e4-eb24f4643bdf,3930159,0
EURO2024,5dbd4179-cb47-430f-970c-a9618a490a00,3943043,1
EURO2024,5dcedc59-e54c-4fda-b27d-ffa06b4f40f2,3930160,2
EURO2024,5dd94228-3dd2-4f30-8ec4-f0dd2a6af3dc,3938638,1
EURO2024,5df25a45-22f7-46e8-8cfc-c16430fcb4d6,3942349,3
EURO2024,5e05c307-d783-4f55-8fde-1e1d266a5fbe,3930168,2
EURO2024,5e17a3ef-64e7-4ba4-bf4a-91a7ae22bad1,3930184,4
EURO2024,5e54b98d-155f-4129-b2a7-a70bb276bd64,3940983,3
EURO2024,5e55f8d4-5a32-4d90-90dc-5e0510c14d6e,3930159,0
EURO2024,5e68b63b-058f-4def-8566-98d9f1e74a0a,3940983,3
EURO2024,5e69f560-29f5-4cc6-834f-c30bc163c9ac,3930165,4
EURO2024,5e7cae92-c269-426b-968e-d53dd1157abb,3930164,2
EURO2024,5e83a9f4-9e85-435d-a9d6-c50516cde33f,3938641,1
EURO2024,5eb2f5f6-80a1-4764-b223-ee3bb0d6a53b,3930173,4
EURO2024,5ec0b664-465c-4b96-be0c-f8a7df8b1bf7,3942226,1
EURO2024,5ed0c0c9-e827-4710-b374-2e9d54997161,3930174,3
EURO2024,5efd686c-49af-4211-9f5a-e0c906fed4b6,3930164,2
EURO2024,5f2c8982-e674-44b7-a7cc-00d3a623f6d4,3940983,3
EURO2024,5f2f05d1-94f6-427a-9693-f84a73cf128e,3942752,4
EURO2024,5f2f3e27-2afa-4a9c-900e-d68e1b762d35,3930164,2
EURO2024,5f3b3065-1912-4542-a471-fcf0815ec5e4,3930175,0
EURO2024,5f4f303c-4c0d-4972-a301-377d55b82e1e,3930172,3
EURO2024,5f8396b8-0664-4b8a-a24d-b348138a7e62,3930175,0
EURO2024,5f928beb-71e3-4117-8b98-887059438765,3930176,0
EURO2024,5fb20876-a951-4c18-94ac-49e51178d7a4,3942226,1
EURO2024,60021acf-44ac-43c1-91ae-c7b19859dbec,3930167,4
EURO2024,60056aca-d461-4627-9e2e-52a25f6e3c7a,3942349,3
EURO2024,601a16f4-06d5-40fb-935d-c899e7cf86ae,3942819,3
EURO2024,6021914d-60da-488a-83c6-4e1d891478ba,3930175,0
EURO2024,6058f6aa-e107-45e3-94e5-3ae052d3f26e,3930169,2
EURO2024,6068684d-35c5-4a98-ab0a-cbc8aa3833e9,3941018,3
EURO2024,6073ed83-eea8-4347-ada5-99f37791e589,3930165,4
EURO2024,60796399-6749-44bc-9a84-a0a438e405f4,3942227,3
EURO2024,608d1fbd-c6ce-4d68-87a4-072503f89ae3,3942819,3
EURO2024,60aad1be-4b42-430e-9ba0-7117f8864581,3938639,2
EURO2024,60ab16ef-8b0b-4cba-a91b-7244c6b41d2c,3942752,4
EURO2024,60b0ef1e-7925-474a-b4ba-a5dbd77467a9,3941017,0
EURO2024,60bb1915-d350-4210-8cca-3020af34fa97,3930180,3
